PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,TEU,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS & NUMBERS,IMPORTER ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,DISTRIBUTION PORT,MASTER B/L,VOYAGE NUMBER,SEAL,SHIPMENT REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
"FROZEN HAIRTAIL FISH, FROZEN YELLOW TAIL,FRO ZEN ALASKA POLLACK,BOILED ABALONE AND ETC",GRAND BK CORP.,GRAND BK CORP,-NOT AVAILABLE-,2025-07-06,1.8900343642611683,28435,12925,Pusan,"Long Beach, California",SM YANTIAN,South Korea,NO MARKS,"333 STARKE RD. CARLSTADT, NJ 07072, USA .",-NOT AVAILABLE-,,1,SZLU9603902,45R1,1515,CTN,0,,BNXCWSALOS251505,H,,SMLMSEL5H9512300,2504E,SM861999,LIBERIA,,BNXC,BINEX LINE CORPORATION,EL SEGUNDO,CA,90245,200 N SEPULVEDA BLVD #1610,GRAND BK CORP.,"333 STARKE RD. CARLSTADT, NJ 07072, USA .",BUSAN
EMPTY BEER KEGS 1/6 BBL C/O ALASKAN BREWING CAMPANY (JUNEAU) CBPF 3461,MAGICAL CRUISE COMPANY LIMITED,MAGICAL CRUISE CO,MAGICAL CRUISE COMPANY LIMITED,2025-07-04,0,300,136,"Vancouver, BC","Juneau, Alaska",DISNEY WONDER,Canada,NO MARKS NO NUMBERS,DBA DISNEY CRUISE LINE 200 CELEBRATION PLACE CELEBRATION FL 34747 US,DBA DISNEY CRUISE LINE 200 CELEBRATION PLACE CELEBRATION FL 34747 US,34747,1,NC,,20,PCS,0,,DCRLW07042504,,,,2122,,BAHAMAS,,DCRL,DISNEY CRUISE LINE,HAMMERSMITH LONDON,,W69-9P9,3 QUEEN CAROLINA STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,US
"KINDLY ADD FEE28 (9,50,000 VND) IN LARA FOR TSIDE TABLE ALASKA BENCH AURUM BLACK BENCH FLOWER BOX CYLINDER PLANTER BOX CUBE PLANTER BOX, OUTDOOR BENCH PICNIC BENCH PATIO CHAIRS SET PATIO TABLE AS PER SHIPPER DECLARED, CARRIER NOT RESPONSIBLE THIS SHIPMENT CONTAINS NO SOLI WOOD PACKING MATERIALHBL: NVYY25050007 SCAC CODE: OSTI NAC: AARON'S FREIGHT PREPAID","JH LOGISTICS, LOS ANGELES BRANCH",JH LOGISTICS BRANCH,"ORIENT STAR LOGISTICS CO., LTD",2025-07-03,2,28266,12848,Vung Tau,"Los Angeles, California",CMA CGM ANDROMEDA,Vietnam,NM,"18700 S LAUREL PARK RD, RANCHO DOMINGUEZ, CA 90220 T: 310-223-0040 2 F: 310-223-0062 TE E : OI JHLI.COM","O/B ORIENT STAR TRANSPORT INT L NO. 195 DIEN BIEN PHU STREET., WARD 2, BINH THANH DISTRICT, HCMC, TE HO CHI MINH CITY",90220,1,TCLU9592510,4500,1261,CTN,0,CM,CMDUSGN2711036,M,,,1TUCX,M0924981,MALTA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,"JH LOGISTICS, LOS ANGELES BRANCH","18700 S LAUREL PARK RD, RANCHO DOMINGUEZ, CA 90220 T: 310-223-0040 2 F: 310-223-0062",HO CHI MINH CITY
"SIDE TABLE ALASKA BENCH NATURAL AURUM BLACK BENCH FLOWER BOX CYLINDER PLANTER BOX CUBE PLANTER BOX OUTDOOR BENCH, PICNIC BENCH PATIO CHAIRS SET PATIO TABLE",VICTORY RELAX FURNITURE LLC,VICTORY RELAX FURNITURE LLC,NGHIA SON MANUFACTURING TRADING,2025-07-03,2,19820,9009,Vung Tau,"Los Angeles, California",CMA CGM ANDROMEDA,Vietnam,NM NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,1776 S CARNELIAN ST ANAHEIM CA 92802 US,WOODEN FURNITURE CO LTD STREET NO 10 HO NAI INDUSTRIAL ZONE HO NAI 3 WARD TRANG BOM DISTRICT DONG NAI PROVINCE VN,92802,1,TCLU9592510,4500,1261,CTN,0,X,OSTINVYY25050007,H,,CMDUSGN2711036,1TUCW,M0924981,MALTA,,OSTI,ORIENT STAR TRANSPORT INTL LTD,TAIPEI,,,5 FL #61 SEC 3 NANKING EAST RD,CMS SHIPPING INC,17100 PIONEER BLVD STE 280 ARTESIA CA 90701 US,HO CHI MINH
FROZEN ALASKA POLLOCK LOINSFROZEN ALASKA POLLOCK FILLETSFROZEN PACIFIC COD LOINSTEMP SET AT-18CVENT CLOSED,LAWRENCE WHOLESALE LLC,LAWRENCE WHOLESALE LLC,ZHUANGHE YONGCHUN MARINE PRODUCTS,2025-07-03,2,55176,25080,Pusan,"Long Beach, California",OOCL KOREA,South Korea,NM . .,"4353 EXCHANGE AVENUE VERNON CA 90058 VERNON, CA CA 90058 US","CO.,LTD. ZHANGXIAWANG TUN,DAYUTUN AVILLAGE,HEIDAOTOWN, DALIAN LN 116431 CN",90058,1,TEMU9534907,45R1,4400,CTN,0,,SCQHDLCSE6000170,H,,COSU6421123600,051E,N832736,HONG KONG,,SCQH,SCANWELL CONTAINER LINE LTD,KOWLOON,,,UNIT 5 6F PO LUNG CTR 11 WANG CHIU RD,FLEGENHEIMER INTERNATIONAL INC.,"227 W.GRAND AVE. EL SEGUNDO,CA 90245",BUSAN SOUTH KOREA
FROZEN ALASKA POLLOCK LOINS / FROZEN ALASKA POLLOCK FILLETS / FROZEN PACIFIC COD LOINS,SCANWELL LOGISTICS (LAX) INC.,SCANWELL LOGISTICS INC,SCANWELL CONTAINER LINE LIMITED,2025-07-03,2,55176,25080,Pusan,"Long Beach, California",OOCL KOREA,South Korea,NO MARKS NO MARKS NO MARKS,SUITE 223 108 WEST WALNUT STREET GARDENA CA 90248 UNITED STATES TE 6408800,"ROOM 606, 6TH FLOOR, PO LUNG CENTRE HONG KONG . HONG KONG TE 27966262",90248,1,TEMU9534907,45R1,4400,CTN,50,CM,COSU6421123600,M,,,051E,N832736,HONG KONG,,COSU,CHINA OCEAN SHIPPING COMPANY,SECAUCUS,NJ,07094,100 LIGHTING WAY,SCANWELL LOGISTICS (LAX) INC.,SUITE 223 108 WEST WALNUT STREET GARDENA CA 90248 UNITED STATES,DALIAN
"LOW STOOL SIDE TABLE FLOATING SHELVES SET OF 3 ALASKA BENCH AURUM BLACK BENCH NOODLE BOARD STOVE COVER PATIO BENCH, DIRECTOR CHAIR PATIO TABLE DECK TILE",VICTORY RELAX FURNITURE LLC,VICTORY RELAX FURNITURE LLC,NGHIA SON MANUFACTURING TRADING,2025-07-02,2,23965,10893,Vung Tau,"Oakland, California",CMA CGM J MADISON,Vietnam,NM NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,1776 S CARNELIAN ST ANAHEIM CA 92802 US,WOODEN FURNITURE CO LTD STREET NO 10 HO NAI INDUSTRIAL ZONE HO NAI 3 WARD TRANG BOM DISTRICT DONG NAI PROVINCE VN,92802,1,CMAU8816058,4500,965,CTN,0,X,OSTINVYY25050006,H,,CMDUSGN2715395,1TUCS,M0948519,MALTA,,OSTI,ORIENT STAR TRANSPORT INTL LTD,TAIPEI,,,5 FL #61 SEC 3 NANKING EAST RD,VICTORY RELAX FURNITURE LLC,1776 S CARNELIAN ST ANAHEIM CA 92802 US,HO CHI MINH
"KINDLY ADD FEE28 (9,50,000 VND) IN LARA FOR TFREIGHT PREPAID LOW STOOL SIDE TABLE FLOATING SHELVES (SET OF 3) ALASKA BENCH AURUM BLACK BENCH, NOODLE BOARD STOVE COVER PATIO BENCH DIRECTOR CHAIR PATIO TABLE DECK TILE AS PER SHIPPER DECLARED, CARRIER NOT RESPONSIBLE THIS SHIPMENT CONTAINS NO SOLI WOOD PACKINGMATERIAL SCAC: OSTI HBL: NVYY25050006 NAC: OVERSTOCK","JH LOGISTICS, LOS ANGELES BRANCH",JH LOGISTICS BRANCH,"ORIENT STAR LOGISTICS CO., LTD",2025-07-02,2,32102,14592,Vung Tau,"Oakland, California",CMA CGM J. MADISON,Vietnam,NM,"18700 S LAUREL PARK RD, RANCHO DOMINGUEZ, CA 90220 T: 310-223-0040 2 TE F : 310-223-0062 E: OI JHLI.COM","O/B ORIENT STAR TRANSPORT INT L LTD. NO. 195 DIEN BIEN PHU STREET., WARD 2, BINH THANH DISTRICT, HCMC, TE HO CHI MINH CITY",90220,1,CMAU8816058,4500,965,CTN,0,CM,CMDUSGN2715395,M,,,1TUCT,M0948519,MALTA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,"JH LOGISTICS, LOS ANGELES BRANCH","18700 S LAUREL PARK RD, RANCHO DOMINGUEZ, CA 90220 T: 310-223-0040 2",HO CHI MINH CITY
3 X FRENCH PATTERN ALASKA PREMIUM TUMBLED TRAVERTINE PAVER HS CODE: 680221000012 3 X FRENCH PATTERN ALASKA PREMIUM TUMBLED TRAVERTINE PAVER HS CODE:680221000012,LAM USA INTERNATIONAL TRANSPORT LLC,LAM USA INTERNATIONAL TRANSPORT INC,LAM GLOBAL TASIMACILIK COZUMLERI AS,2025-07-01,2,122936,55880,Valencia,"Miami, Florida",MSC NEW HAVEN,Spain,NO MARKS NO MARKS NO MARKS NO MARKS,SUITE 110 2792 NW 24TH STREET MIAMI FL 33142 UNITED STATES,ATATURK CAD. NO:386 LIMAN ISHANI D: IZMIR 35 35210 TURKIYE,33142,2,MSNU1021625 MSDU1278552,22G1 22G1,44,CAS,0,,MEDUJE036887,M,,,523W,EU29312270 EU29312269,PORTUGAL,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,LAM USA INTERNATIONAL TRANSPORT LLC,SUITE 110 2792 NW 24TH STREET MIAMI FL 33142 UNITED STATES,ALIAGA
3 X FRENCH PATTERN ALASKA PREMIUM TUMBLED TRAVERTINE PAVER HS CODE: 680221 3 X FRENCH PATTERN ALASKA PREMIUM TUMBLED TRAVERTINE PAVER HS CODE: 680221 3 X FRENCH PATTERN ALASKA PREMIUM TUMBLED TRAVERTINE PAVER HS CODE: 680221,LAM USA INTERNATIONAL TRANSPORT LLC,LAM USA INTERNATIONAL TRANSPORT INC,LAM GLOBAL TASIMACILIK COZUMLERI AS,2025-07-01,3,184404,83820,Valencia,"Miami, Florida",MSC NEW HAVEN,Spain,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,SUITE 110 2792 NW 24TH STREET MIAMI FL 33142 UNITED STATES,ATATURK CAD. NO:386 LIMAN ISHANI D: IZMIR 35 35210 TURKIYE,33142,3,MEDU5772714 MSDU1336690 MSNU2478302,22G1 22G1 22G1,66,CAS,0,,MEDUJE036788,M,,,523W,EU29312261 EU29312263 EU29312262,PORTUGAL,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,LAM USA INTERNATIONAL TRANSPORT LLC,SUITE 110 2792 NW 24TH STREET MIAMI FL 33142 UNITED STATES,ALIAGA
OF ALASKA POLLACK,UNEXPECTEDMEAL INC,UNEXPECTEDMEAL INC,"DAEKYUNG F&B CO.,LTD.",2025-07-01,0.3557072430792567,3095,1407,Pusan,"Long Beach, California",ONE FOREVER,South Korea,NO MARKS,. 13285 AMAR RD CITY OF INDUSTRY CA 9 1746 TEL 1 909 969 8625,. 4 GUDEOK RO 301BEON GIL SEO GU BUSA N 49234 REPUBLIC OF KOREA TEL 82 51 TE 255 7211 E MAIL DKFNB7 NAVER,13285,1,GCXU8002240,4FR0,132,PKG,0,,OLBVONNL2506182,H,,YMJAW360929612,005E,YMAT275766,HONG KONG,,OLBV,,,,,,UNEXPECTEDMEAL INC,. 13285 AMAR RD CITY OF INDUSTRY CA 9 1746 TEL 1 909 969 8625,"BUSAN, SOUTH KORE"
SHIPPER'S LOAD AND COUNT 1X40HC CONTAINER(S) / NUTRITIONAL SUPPLEMENT - TRUE VIVO RTG / SQUARE MATS / NUTRITIONAL SUPPLEMENT - ALASKA OMEGA 3 AND V / NUTRITIONAL SUPPLEMENT - SARANG DENTAL CARE / NUTRITIONAL SUPPLEMENT - RAPHAIN S / NUTRITIONAL SUPPLEMENT - GOOD NIGHT MELA DAY / NUTRITIONAL SUPPLEMENT - RTG OMEGA 3 PREMIUM / NUTRITIONAL SUPPLEMENT - RTG OMEGA 3 SUPER GO,"EUNSAN SHIPPING & AIRCARGO CO., LTD",EUNSAN SHIPPING ACCT,TOTAL EXPRESS INC,2025-07-01,2,16456,7480,"Vancouver, BC","Tacoma, Washington",HYUNDAI SUPREME,Canada,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,". 8.9TH FL., EUNSAN BLDDG., 65, HAEGW AN-RO, JUNG-GU BUSAN 48930 KR",". 12759 VULCAN WAY, UNIT 158 RICHMOND BC V6V 3C8 CA",48930,1,FFAU6632424,45G1,22,PKG,34,CM,ONEYRICFBG631900,,,,151E,UL5788306,MARSHALL ISLANDS,,ONEY,ORATEL NETWORKS,TORONTO,ON,M5X 1C7,100 KING STREET WEST SUITE 5700,"EUNSAN SHIPPING & AIRCARGO CO., LTD",". 8.9TH FL., EUNSAN BLDDG., 65, HAEGW AN-RO, JUNG-GU BUSAN 48930 KR","VANCOUVER, BC"
MSC FROZEN ALASKA POLLOCK FILLET BLOCK SCIENTIFIC NAME: THERAGRA CHALCOGRAMMA HS CODE:030475 #+1 (818) 488 0368 FAX: + 1 (818) 221 2143 EMAIL: US.IMPORT@UNI-GLOBAL.COM / PHOEBE@UNI-GLOBAL.COM HBL NO.:UNI250862 SCAC CODE: UGLE ACI CODE: 8FTU,"UNI-GLOBAL LOGISTICS USA GROUP,",UNI GLOBAL LOGISTICS,UNI-GLOBAL LOGISTICS JSC,2025-06-30,2,70051,31841,All Other Viet Nam Ports,"Boston, Massachusetts",ZIM SPINEL,Vietnam,N/M,"INC. 13071 MEADOWLARK AVE GRANADA HILLS, CA 91344 TEL: +1 (818) 818 2223 /#","3/F DINH LE TOWER,01 DINH LE STR.,DIST. 04, HO CHI MINH CITY, VIETNAM TEL:+84 28 39435743 FAX:+84 28 39435744",91344,1,ZMOU8881481,4FR0,860,CTN,1093,CF,ZIMUHCM80528820,M,,,4W,A4251255423,HONG KONG,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,"UNI-GLOBAL LOGISTICS USA GROUP,","INC. 13071 MEADOWLARK AVE GRANADA HILLS, CA 91344 TEL: +1 (818) 818 2223 /#",HO CHI MINH CITY
MSC FROZEN ALASKA POLLOCK FILLET BLOCK SCIENTIFIC NAME: THERAGRA CHALCOGRAMMA HS CODE:030475.,THE HADLEY COMPANY LLC,THE HADLEY COMPANY,"VINA PRIDE SEAFOODS CO., LTD",2025-06-30,2,59125,26875,Vung Tau,"Boston, Massachusetts",ZIM SPINEL,Vietnam,N/M,"27 OLDE KNOLL ROAD, MARION, MA ,027 ,MASSACHUSETTS, ,US","LOT Q-2A, CENTER STREET, LONG HAU,L ONG AN,VN",,1,ZMOU8881481,4FR0,860,CTN,0,,UGLEUNI250862,H,,ZIMUHCM80528820,4E,A4251255423,UNITED STATES,,UGLE,,,,,,-NOT AVAILABLE-,-NOT AVAILABLE-,HO CHI MINH CITY
"ALASKA STRONG 180, 245, 270, 2 90 G/M2 ALASKA BARRIER GREA SE 245 G/M2 ALASKA STRONG 180, 245, 270, 2 90 G/M2 ALASKA BARRIER GREA SE 245 G/M2 ALASKA STRONG 180, 245, 270, 2 90 G/M2 ALASKA BARRIER GREA SE 245 G/M2 ALASKA STRONG 180, 245, 270, 2 90 G/M2 ALASKA BARRIER GREA SE 245 G/M2 ALASKA STRONG 180, 245, 270, 2 90 G/M2 ALASKA BARRIER GREA SE 245 G/M2",IMPRENTA MARISCAL CIA LTDA,IMPRENTA MARISCAL CIA LTDA,MM KOTKAMILLS BOARDS OY,2025-06-30,10,217788,98995,Bremerhaven,"New York/Newark Area, Newark, New Jersey",AS PALINA,Germany,KBEC-F00032 KBEC-F00033 KBEC-F0003 4 KBEC-F00035 KBEC-F00036 IMPRE NTA MARISCAL CIA LTDA GUAYAQUIL-EC UADOR IMPRENTA MARISCAL HS 4810 92 10 KBEC-F00032 KBEC-F00033 KBEC-F0003 4 KBEC-F00035 KBEC-F00036 IMPRE NTA MARISCAL CIA LTDA GUAYAQUIL-EC UADOR IMPRENTA MARISCAL HS 4810 92 10 KBEC-F00032 KBEC-F00033 KBEC-F0003 4 KBEC-F00035 KBEC-F00036 IMPRE NTA MARISCAL CIA LTDA GUAYAQUIL-EC UADOR IMPRENTA MARISCAL HS 4810 92 10 KBEC-F00032 KBEC-F00033 KBEC-F0003 4 KBEC-F00035 KBEC-F00036 IMPRE NTA MARISCAL CIA LTDA GUAYAQUIL-EC UADOR IMPRENTA MARISCAL HS 4810 92 10 KBEC-F00032 KBEC-F00033 KBEC-F0003 4 KBEC-F00035 KBEC-F00036 IMPRE NTA MARISCAL CIA LTDA GUAYAQUIL-EC UADOR IMPRENTA MARISCAL HS 4810 92 10,"RUC: 1790142981001 7015, AV 6 DE DICIEMBRE QUITO 59322449710","6, NORSKANKATU KOTKA 48100",,5,CIPU5239818 MRSU6151926 CAAU6406505 TRHU7489150 TGBU9251980,4EB0 4EB0 4EB0 4EB0 4EB0,116,CTN,175,CM,MAEU253596810,,,,524S,FI0171687 FI0171686 FI0171683 FI0171685 FI0171684,LIBERIA,,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",IMPRENTA MARISCAL CIA LTDA,"RUC: 1790142981001 7015, AV 6 DE DICIEMBRE QUITO",KOTKA
TOTAL 1350 BAGS (ONE THOUSAND THREE HUNDRED FIFTY BAGS ONLY) 200ML PET BOTTLE NECK SIZE-28MM ALASKA COLOUR-NATURAL PACKING-170 PCS LIN ER BAG SHIPPING BILL 1509174 DATED 03.05.20,ICONTAINERS USA INC,ICONTAINERS USA INC,MATRIX FREIGHT SYSTEMS PVT. LTD,2025-06-29,2,4605,2093,Fethiye,"New York/Newark Area, Newark, New Jersey",HAIAN ZETA,Turkey,01 TO 1350 . . .,"901 PONCE DE LEON BLVD, SUITE 504 CORAL GABLES FL 33134 US","2ND FL 29 Z BLK OKHLA INDUSTRIAL AREA, PHASE II NEW DELHI 110020 IN",33134,1,SLVU5033044,45G0,1350,BAG,0,,SJHH3100085764,M,,,2505W,ENOS02533597,PANAMA,,SJHH,,,,,,ICONTAINERS USA INC,"901 PONCE DE LEON BLVD, SUITE 504",MUNDRA INDIA
FROZEN SEASONED SEAWEED SALAD / FROZEN MSC ALASKA POLLOCK FILLET / FROZEN COOKED CLAM MEAT / FROZEN IMITATION CRAB FLAKE,UCTRANS (CANADA) INTERNATIONAL LOGI,UCTRANS INTERNATIONAL LOGI,T AND D INTERNATIONAL LOGISTICS (DA,2025-06-29,2,52426,23830,Ningpo,"Seattle, Washington",COSCO JEDDAH,China,NO MARKS NO MARKS NO MARKS NO MARKS,4411 GANDER DR RICHMOND BC V7E 5R5 CANADA TE 9967577,42-7-2 FUDE STREET XIGANG DISTRICT DALIAN LN 116000 CHINA TE 39976994,,1,CAAU4046101,40U0,2003,CTN,44,CM,COSU6419384700,M,,,088N,N217673,HONG KONG,,COSU,CHINA OCEAN SHIPPING COMPANY,SECAUCUS,NJ,07094,100 LIGHTING WAY,UCTRANS (CANADA) INTERNATIONAL LOGI,4411 GANDER DR RICHMOND BC V7E 5R5 CANADA,DALIAN
FROZEN SEASONED SEAWEED SALAD FROZEN MSC ALASKA POLLOCK FILLET FROZEN COOKED CLAM MEAT FROZEN IMITATION CRAB FLAKE TEMP-25C SET SET BY SHIPPER VENT CLOSED SET BY SHIPPER,OCEANPRIME INC.,OCEANPRIME INC,VISEAFOOD INTERNATIONAL LIMITED,2025-06-29,2,52426,23830,Luda,"Seattle, Washington",COSCO JEDDAH,China,N/M,"81 AVIVA PARK DRIVE WOODBRIDGE, ONT ARIO L4L9C1 CANADA JOE@SEACORE.CA","RM1806A XIWANG PLAZA, NO.138 DUNHUA RD,QINGDAO,CHN",,1,CAAU4046101,40U0,2003,CTN,0,CM,TDQHTD01Z25002,H,,COSU6419384700,088N,N217673,HONG KONG,,TDQH,,,,,,OCEANPRIME INC.,"81 AVIVA PARK DRIVE WOODBRIDGE, ONT ARIO L4L9C1 CANADA JOE@SEACORE.CA","DALIAN,CHINA"
14100-0220 / CKRAFT / AL KRA ALASKA KRAFT AND ALASKA ECO,MM BOARD AND PAPER USA INC.,MM BOARD & PAPER USA INC,MM KOLICEVO D.O.O.,2025-06-28,2,46894,21315,Wilhelmshaven,"New York/Newark Area, Newark, New Jersey",HELLA,Germany,NO MARKS,"5126 SOUTH ROYAL ATLANTA DRIVE 30084 TUCKER, GA USA 13368703392",PAPIRNISKA CESTA 1 1230 DOMZALE SLOVENIA 38617211011,30084,1,CAXU9171944,4EB0,44,PKG,0,CM,MAEU252808334,,,,524W,203809,PORTUGAL,,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",JERICH USA INC.,"1 INDUSTRIAL ROAD 08810 DAYTON, NJ USA",KOPER
"NOODLE, F/Z SALTED SEAWEED, F/Z SALTED KELP, DRIED ALASKA POLLACK SLICE, FERMENTED SOYBEAN PASTE, SOY BEAN CURD, SALTED SHRIMP, CRISPY MOZZARELLA CORNDOGS AND ETC","GRAND SUPER CENTER INC.,",GRAND SUPERCENTER INC,-NOT AVAILABLE-,2025-06-27,2,40579,18445,Pusan,"Los Angeles, California",HMM RUBY,South Korea,NO MARKS,"300 CHUBB AVE. LYNDHURST, NJ 07071, U.S.A .",-NOT AVAILABLE-,,1,SEKU9326861,45R0,1812,CTN,0,CM,BNXCWSALOS251336,H,,YMJAW360930103,007E,YMAS670119,LIBERIA,,BNXC,BINEX LINE CORPORATION,EL SEGUNDO,CA,90245,200 N SEPULVEDA BLVD #1610,"GRAND SUPER CENTER INC.,","300 CHUBB AVE. LYNDHURST, NJ 07071, U.S.A .",BUSAN
"DRIED ALASKA POLLOCK SLICE, FROZEN FRIED FISH CAKE, FROZEN SEASONED JELLYFISH, FROZEN CHEWING NOODLE, FROZEN RICE CAKE, SEASONED SMALL OCTOPUS AND ETC",SEOUL TRADING INC.,SEOUL TRADING INC,-NOT AVAILABLE-,2025-06-27,1.9497780596068484,33823,15374,Pusan,"Tacoma, Washington",YM FOUNTAIN,South Korea,NO MARKS,1610 BOUNDARY BLVDAUBURN WASHINGT ON 98001 .,-NOT AVAILABLE-,98001,1,TEMU9687212,45R1,1830,CTN,0,CM,BNXCWSATIW251372,H,,HDMUSELM67375301,0178E,24H0479840,LIBERIA,,BNXC,BINEX LINE CORPORATION,EL SEGUNDO,CA,90245,200 N SEPULVEDA BLVD #1610,B&H CUSTOM SERVICE,"147-19 SPRINGFIELD LANE, #A JAMAI CA, NY 11413 .",BUSAN
EMPTY BEER KEGS 1/6 BBL C/O ALASKAN BREWING CAMPANY (JUNEAU) CBPF 3461,MAGICAL CRUISE COMPANY LIMITED,MAGICAL CRUISE CO,MAGICAL CRUISE COMPANY LIMITED,2025-06-27,0,330,150,"Vancouver, BC","Juneau, Alaska",DISNEY WONDER,Canada,NO MARKS NO NUMBERS,DBA DISNEY CRUISE LINE 200 CELEBRATION PLACE CELEBRATION FL 34747 US,DBA DISNEY CRUISE LINE 200 CELEBRATION PLACE CELEBRATION FL 34747 US,34747,1,NC,,22,PCS,0,,DCRLW06272504,,,,2121,,BAHAMAS,,DCRL,DISNEY CRUISE LINE,HAMMERSMITH LONDON,,W69-9P9,3 QUEEN CAROLINA STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,US
(ONE) 20 DB CNTR WITH SLABS OF STONE AS FOLLOWS 08 BUNDLE(S) GRANITE ALASKA JEGAM POLISHED03CM 149652M2 GRANITE VALE NEVADO POLISHED 03CM 160009M2 49 SLABS INVOICE 03125 HS CODE680293 FREIGHT PREPAID ABROAD WOODEN PACKING TREATED AND CERTIFIED RUC 5BR439461462000000 00SDESIGN03125 NCM 6802.93.90,JEGAM STONE,JEGAM STONE,STONE DESIGN OF BRASIL LTDA,2025-06-26,1,59525,27057,Rio de Janeiro,"Port Everglades, Florida",WIELAND,Brazil,STONE DESIGN BRAZIL,4001 NW 77th Ave. Miami FL. 33166 MIAMI FL 33166 US EM jegam.inc@gmail.com,R LATINO MOREIRA 355 CENTRO CEP 292 VARGEM ALTA NA 29295000 BR EM vendas@grazan.com.br,33166,1,MRSU0572888,22G1,8,BDL,328,CF,MAEU253983482,,,,521N,BR0219515,PORTUGAL,,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",TRANSLOGISTICA USA SERVICE INC,1800 NW 133RD AVE SUITE 500 MIAMI F,RIO DE JANEIRO
"RET LANYARD CCL ALASKA SCENIC VALUE $716.00 MADE IN CHINA, CF7512, 2 CASES IN 1 PALLET",CARNIVAL SPIRIT,CARNIVAL SPIRIT,CARNIVAL CRUISE LINE,2025-06-26,0,22,10,High Seas,"Seattle, Washington",CARNIVAL LUMINOSA,Unknown,PROVISIONS- STOREROOM MANAGER,CARNIVAL SPIRIT NA US,3655 N W 87TH AVENUE MIAMI FL 33178 US,,1,NC,,400,PCS,0,,CRNV38P062600010,,,,P0626,,BAHAMAS,63,CRNV,CARNIVAL CRUISE LINES,MIAMI,FL,33178,"3655 NW 87TH AVE, MSOP 302N",-NOT AVAILABLE-,-NOT AVAILABLE-,"SEATTLE, WA"
"1344 PACKAGES INTO 21 PALLETS CUTLERY FOLD NAPKIN 30X40,9 400PC/CS ALASKA/NATURAL REF AS9151R ID3040/P-A01-C04C 7462AD ORDER NO.4800165367 TARIFF CODE 63025100",LESCHACO INC,LESCHACO INC,LESCHACO IBERIA SL,2025-06-26,1.75,23404,10638,Valencia,"Seattle, Washington",MSC GIULIA,Spain,NO MARKS NO MARKS NO MARKS NO MARKS,"15355 VANTAGE PARKWAY WEST, SUITE 1 HOUSTON TX 77032 UNITED STATES","C/ DR. JUAN JOSE DOMINE, 20 PISO 1 VALENCIA VC 46011 SPAIN",77032,1,CAIU9937339,,1344,CTN,50,X,MEDUOI007826,M,,,518A,FX35501580,PORTUGAL,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,LESCHACO INC,"15355 VANTAGE PARKWAY WEST, SUITE 1 HOUSTON TX 77032 UNITED STATES",BARCELONA
ALUMINUM CANS FOR DONATION FOR BOYS SCOUT IN JUNEAU - ALASKA,CRUISE LINE AGENCIES,CRUISE LINE AGENCIES OF,PRINCESS,2025-06-25,0,22,10,"Vancouver, BC","Juneau, Alaska",SAPPHIRE PRINCESS,Canada,SAH515JNU02,1330 EASTAUGH WAY #4 JUNEAU AK 99801 US,24305 TOWN CENTER DRIVE SANTA CLARITA 91355,99801,1,NC,,1,PLT,0,,PNSSSAH515JNU02,,,,H515,,BERMUDA,,PNSS,PRINCESS CRUISES,SANTA CLARITA,CA,91355,24305 TOWN CENTER DR,JUNEAU,1330 EASTAUGH WAY,SAH515JNU02
